state,forecast_date,target_end_date,trained_q50,actual,normalized_interval_width,normalized_disagreement,num_modes,branch_1_center,branch_1_weight,branch_2_center,branch_2_weight,branch_3_center,branch_3_weight,forecast_error,closest_actual_branch
Rhode Island,2022-10-17,2022-10-22,1665.0,1762.0,1.0276276276276277,0.11177864746520956,1,1604.4787595915097,1.0,,,,,0.055051078320090804,
Rhode Island,2022-10-24,2022-10-29,1791.0,1406.0,1.3696259073143495,0.14375099322552506,1,1742.2299736801099,1.0,,,,,0.21496370742601897,
Rhode Island,2022-10-31,2022-11-05,1389.0,1306.0,1.3275737940964722,0.11640706738125518,1,1452.525892786014,1.0,,,,,0.059755219582433405,
Rhode Island,2022-11-07,2022-11-12,1365.0,1305.0,1.046886446886447,0.11694813660462319,1,1279.0560978970348,1.0,,,,,0.04395604395604396,
Rhode Island,2022-11-14,2022-11-19,1314.0,1125.0,1.3226788432267884,0.054314695198344906,1,1322.9074625380417,1.0,,,,,0.14383561643835616,
Rhode Island,2022-11-21,2022-11-26,1169.0,1126.0,1.3165098374679214,0.10270766670488525,1,1144.0844411563814,1.0,,,,,0.036783575705731396,
Rhode Island,2022-11-28,2022-12-03,1116.0,1068.0,1.300179211469534,0.14667698254958686,1,1178.4117386785606,1.0,,,,,0.043010752688172046,
Rhode Island,2022-12-05,2022-12-10,1110.0,1801.0,1.3855855855855856,0.18078155336947882,1,1080.1123906843197,1.0,,,,,0.38367573570238755,
Rhode Island,2022-12-12,2022-12-17,1825.0,1919.0,1.5397260273972602,0.20918520702183493,1,1989.43702634285,1.0,,,,,0.04898384575299635,
Rhode Island,2022-12-19,2022-12-24,1940.0,1953.0,1.279381443298969,0.12522984072914323,1,1997.410486400672,1.0,,,,,0.006656426011264721,
Rhode Island,2022-12-26,2022-12-31,2004.0,0.0,1.30938123752495,0.08868423406740218,1,1988.117191734956,1.0,,,,,1.0,
Rhode Island,2023-01-02,2023-01-07,1215.0,4561.0,1.8987654320987655,0.6909620030244209,3,52.44094488188976,0.28064639824842774,1188.6614173228347,0.27903789012555164,2062.677165354331,0.4403157116260207,0.7336110502082877,3.0
Rhode Island,2023-01-09,2023-01-14,2197.0,2353.0,1.1297223486572598,0.8316724361771816,3,320.02581787109375,0.12413282518622694,2125.9999476233133,0.6180908267571482,4552.777684477858,0.2577763480566249,0.06629834254143646,2.0
Rhode Island,2023-01-16,2023-01-21,2069.0,1998.0,2.024166263895602,0.38158093294385004,3,1138.0821138463953,0.4882364301531921,2375.0829431425896,0.4076476838376846,3569.42857142857,0.10411588600912333,0.03431609473175447,2.0
Rhode Island,2023-01-23,2023-01-28,1993.0,1654.0,1.5188158554942297,0.19006786450632535,1,2033.0111346448425,1.0,,,,,0.17009533366783744,
South Carolina,2021-07-26,2021-07-31,8753.0,10315.0,0.9265394721809666,0.13644644639561754,1,8358.642437073395,1.0,,,,,0.1514299563742123,
South Carolina,2021-08-02,2021-08-07,21804.0,17162.0,2.3181984956888644,0.15721192448076587,1,20872.312758809683,1.0,,,,,0.2128967161988626,
